,房屋价格,房屋信息,房屋设施,房屋费用,租赁方式,租房地址,租房户型,longitude,latitude,link
151,4000,"['基本信息', '面积：57.32㎡', '朝向：西', '\xa0', '维护：12天前', '入住：随时入住', '\xa0', '楼层：中楼层/31层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '4000', '押金 ': '4000', '服务费 ': '0', '中介费 ': '需咨询'}",整租,爱特城,2室1厅 西,114.2708672,30.5912901,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
152,2200,"['基本信息', '面积：45.64㎡', '朝向：南 北', '\xa0', '维护：3天前', '入住：随时入住', '\xa0', '楼层：中楼层/18层', '电梯：有', '\xa0', '车位：暂无数据', '用水：商水', '\xa0', '用电：商电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '需咨询', '租金 ': '2200', '押金 ': '2200', '服务费 ': '0', '中介费 ': '需咨询'}",整租,愿景时代,2室2厅 复式 南/北,114.2594658,30.64689212,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
153,4600,"['基本信息', '面积：55.00㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：中楼层/41层', '电梯：有', '\xa0', '车位：租用车位', '用水：商水', '\xa0', '用电：商电', '燃气：无', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '4600', '押金 ': '4600', '服务费 ': '0', '中介费 ': '需咨询'}",整租,沿海菱角湖壹号,2室1厅 南,114.2789722,30.61139242,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
154,3500,"['基本信息', '面积：55.00㎡', '朝向：南', '\xa0', '维护：7天前', '入住：2024-06-10', '\xa0', '楼层：高楼层/34层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '需咨询', '租金 ': '3500', '押金 ': '3500', '服务费 ': '0', '中介费 ': '需咨询'}",整租,汉口新界广场,2室1厅 南,114.268269,30.59166587,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
155,4000,"['基本信息', '面积：106.27㎡', '朝向：南 北', '\xa0', '维护：2天前', '入住：随时入住', '\xa0', '楼层：高楼层/34层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '4000', '押金 ': '4000', '服务费 ': '0', '中介费 ': '需咨询'}",整租,保利时代北区,3室1厅 南/北,114.4143813,30.49701072,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
156,1200,"['基本信息', '面积：112.50㎡', '朝向：南', '\xa0', '维护：2天前', '入住：随时入住', '\xa0', '楼层：中楼层/34层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1200', '押金 ': '1200', '服务费 ': '0', '中介费 ': '需咨询'}",整租,爱家名校华城,3室1厅 南,114.2641621,30.42844313,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
157,700,"['基本信息', '面积：34.29㎡', '朝向：东南', '\xa0', '维护：6天前', '入住：随时入住', '\xa0', '楼层：高楼层/6层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '700', '押金 ': '700', '服务费 ': '0', '中介费 ': '需咨询'}",整租,长航宿舍(汉阳),1室1厅 东南,114.2549014,30.51978062,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
158,1200,"['基本信息', '面积：63.07㎡', '朝向：北', '\xa0', '维护：2天前', '入住：2024-06-02', '\xa0', '楼层：中楼层/28层', '电梯：有', '\xa0', '车位：暂无数据', '用水：商水', '\xa0', '用电：商电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '半年付', '租金 ': '1200', '押金 ': '1200', '服务费 ': '0', '中介费 ': '需咨询'}",整租,联投广场,1室0厅 北,114.3259826,30.37932204,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
159,1290,"['基本信息', '面积：14.80㎡', '朝向：南', '\xa0', '维护：3天前', '入住：2024-06-26', '\xa0', '楼层：45/48层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：需提前预约', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1354', '押金 ': '1354', '服务费 ': '135.4', '中介费 ': '0'}",合租,人信汇四期天誉,4居室 南卧,114.2170051,30.56740863,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
160,4500,"['基本信息', '面积：158.69㎡', '朝向：东南 南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：中楼层/11层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '4500', '押金 ': '4500', '服务费 ': '0', '中介费 ': '需咨询'}",整租,中力名居,3室2厅 东南/南,114.353632,30.59299391,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
161,1430,"['基本信息', '面积：12.10㎡', '朝向：南', '\xa0', '维护：今天', '入住：2024-06-02', '\xa0', '楼层：23/32层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：需提前预约', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1501', '押金 ': '1501', '服务费 ': '150.1', '中介费 ': '0'}",合租,金地自在城K2,5居室 南卧,114.3883616,30.61058035,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
162,600,"['基本信息', '面积：23.93㎡', '朝向：南 北', '\xa0', '维护：2天前', '入住：随时入住', '\xa0', '楼层：中楼层/4层', '电梯：无', '\xa0', '车位：暂无数据', '用水：暂无数据', '\xa0', '用电：暂无数据', '燃气：无', '\xa0', '采暖：暂无数据', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '600', '押金 ': '600', '服务费 ': '0', '中介费 ': '需咨询'}",整租,汉阳大道372/374/376号,1室0厅 南/北,114.2570488,30.55771883,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
163,2400,"['基本信息', '面积：103.03㎡', '朝向：南 北', '\xa0', '维护：5天前', '入住：随时入住', '\xa0', '楼层：高楼层/8层', '电梯：无', '\xa0', '车位：暂无数据', '用水：暂无数据', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2400', '押金 ': '2400', '服务费 ': '0', '中介费 ': '需咨询'}",整租,泰格生态公寓,2室2厅 南/北,114.3616226,30.51765793,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
164,5500,"['基本信息', '面积：125.00㎡', '朝向：南', '\xa0', '维护：10天前', '入住：随时入住', '\xa0', '楼层：低楼层/33层', '电梯：有', '\xa0', '车位：暂无数据', '用水：暂无数据', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：集中供暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '需咨询', '租金 ': '5500', '押金 ': '5500', '服务费 ': '0', '中介费 ': '需咨询'}",整租,联投驿园二期,3室2厅 南,114.2564873,30.6359279,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
165,860,"['基本信息', '面积：7.96㎡', '朝向：北', '\xa0', '维护：7天前', '入住：2024-06-06', '\xa0', '楼层：6/52层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1年', '咨询租期 \xa0', '看房：需提前预约', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '903', '押金 ': '903', '服务费 ': '90.3', '中介费 ': '0'}",合租,电建地产盛世江城,4居室 北卧,114.2532123,30.63940793,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
166,2000,"['基本信息', '面积：38.07㎡', '朝向：南 西', '\xa0', '维护：5天前', '入住：随时入住', '\xa0', '楼层：高楼层/18层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2000', '押金 ': '2000', '服务费 ': '0', '中介费 ': '需咨询'}",整租,汉飞又一城,2室1厅 南/西,114.3031478,30.54602045,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
167,1060,"['基本信息', '面积：10.60㎡', '朝向：北', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：10/11层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1113', '押金 ': '1113', '服务费 ': '111.3', '中介费 ': '0'}",合租,国创光谷上城,5居室 北卧,114.454216,30.49199618,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
168,2500,"['基本信息', '面积：71.87㎡', '朝向：南 北', '\xa0', '维护：6天前', '入住：随时入住', '\xa0', '楼层：高楼层/41层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2500', '押金 ': '2500', '服务费 ': '0', '中介费 ': '需咨询'}",整租,江汉人家,2室2厅 南/北,114.2772021,30.63146372,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
169,1350,"['基本信息', '面积：60.00㎡', '朝向：南', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：中楼层/18层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1350', '押金 ': '1350', '服务费 ': '0', '中介费 ': '需咨询'}",整租,保利才盛景苑,1室1厅 复式 南,114.3618041,30.60737646,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
170,7300,"['基本信息', '面积：209.66㎡', '朝向：南 北', '\xa0', '维护：16天前', '入住：随时入住', '\xa0', '楼层：低楼层/19层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：2年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '7300', '押金 ': '7300', '服务费 ': '0', '中介费 ': '需咨询'}",整租,东湖广场,3室2厅 南/北,114.427816,30.51292665,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
171,2400,"['基本信息', '面积：134.43㎡', '朝向：南', '\xa0', '维护：3天前', '入住：随时入住', '\xa0', '楼层：高楼层/33层', '电梯：无', '\xa0', '车位：租用车位', '用水：暂无数据', '\xa0', '用电：暂无数据', '燃气：暂无数据', '\xa0', '采暖：暂无数据', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2400', '押金 ': '2400', '服务费 ': '0', '中介费 ': '需咨询'}",整租,永利新城东苑,3室2厅 南,114.2195034,30.60614575,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
172,1073,"['基本信息', '面积：14.20㎡', '朝向：南', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：8/11层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：4~7个月', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1127', '押金 ': '1127', '服务费 ': '112.7', '中介费 ': '0'}",合租,统建锦绣江南一期,4居室 南卧,114.3631903,30.57004926,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
173,1290,"['基本信息', '面积：10.10㎡', '朝向：北', '\xa0', '维护：7天前', '入住：2024-06-09', '\xa0', '楼层：8/32层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1年', '咨询租期 \xa0', '看房：需提前预约', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1354', '押金 ': '1354', '服务费 ': '135.4', '中介费 ': '0'}",合租,复地东湖国际四期,4居室 北卧,114.3584518,30.56538719,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
174,1400,"['基本信息', '面积：82.88㎡', '朝向：东南', '\xa0', '维护：6天前', '入住：随时入住', '\xa0', '楼层：低楼层/16层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1400', '押金 ': '1400', '服务费 ': '0', '中介费 ': '需咨询'}",整租,华舟汀岸,2室1厅 东南,114.3730403,30.41619936,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
175,1230,"['基本信息', '面积：9.00㎡', '朝向：南', '\xa0', '维护：7天前', '入住：2024-06-22', '\xa0', '楼层：2/48层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：需提前预约', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1291', '押金 ': '1291', '服务费 ': '129.1', '中介费 ': '0'}",合租,中建大公馆一期,4居室 南卧,114.4128558,30.48780523,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
176,4300,"['基本信息', '面积：87.79㎡', '朝向：南', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：中楼层/45层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '4300', '押金 ': '4300', '服务费 ': '0', '中介费 ': '需咨询'}",整租,恒大首府,2室2厅 南,114.3276851,30.5785663,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
177,760,"['基本信息', '面积：8.40㎡', '朝向：北', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：26/31层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '798', '押金 ': '798', '服务费 ': '79.8', '中介费 ': '0'}",合租,北辰优+国际青年互动特区二期,4居室 北卧,114.4950164,30.47996145,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
178,1000,"['基本信息', '面积：85.79㎡', '朝向：南', '\xa0', '维护：3天前', '入住：随时入住', '\xa0', '楼层：低楼层/30层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1000', '押金 ': '1000', '服务费 ': '0', '中介费 ': '需咨询'}",合租,蓝光COCO时代,3居室 南卧,114.4572154,30.50594471,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
179,3300,"['基本信息', '面积：55.00㎡', '朝向：南', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：中楼层/28层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '3300', '押金 ': '3300', '服务费 ': '0', '中介费 ': '需咨询'}",整租,恒大御园,1室1厅 南,114.2563537,30.61526377,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
180,1630,"['基本信息', '面积：12.55㎡', '朝向：南', '\xa0', '维护：7天前', '入住：2024-06-22', '\xa0', '楼层：9/33层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~2年', '咨询租期 \xa0', '看房：需提前预约', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1711', '押金 ': '1711', '服务费 ': '171.1', '中介费 ': '0'}",合租,平安光谷春天,4居室 南卧,114.4440079,30.44820776,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
181,3200,"['基本信息', '面积：84.00㎡', '朝向：南', '\xa0', '维护：4天前', '入住：随时入住', '\xa0', '楼层：中楼层/28层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '3200', '押金 ': '3200', '服务费 ': '0', '中介费 ': '需咨询'}",整租,新长江滨江花园,2室2厅 南,114.3264514,30.56139069,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
182,4000,"['基本信息', '面积：210.00㎡', '朝向：南 北', '\xa0', '维护：11天前', '入住：随时入住', '\xa0', '楼层：中楼层/11层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：无', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '4000', '押金 ': '4000', '服务费 ': '0', '中介费 ': '需咨询'}",整租,城开天梨阁,4室2厅 南/北,114.3001142,30.62599945,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
183,25000,"['基本信息', '面积：238.65㎡', '朝向：南', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：高楼层/3层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '25000', '押金 ': '25000', '服务费 ': '0', '中介费 ': '需咨询'}",整租,卧龙丽景湾三期,4室2厅 南,114.2273821,30.63988907,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
184,1000,"['基本信息', '面积：20.00㎡', '朝向：南', '\xa0', '维护：11天前', '入住：随时入住', '\xa0', '楼层：高楼层/6层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：暂无数据', '\xa0', '看房：一般下班后可看', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '1000', '押金 ': '1000', '服务费 ': '0', '中介费 ': '需咨询'}",合租,桂子花园二期,6居室 南卧,114.3686492,30.5138423,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
185,690,"['基本信息', '面积：7.70㎡', '朝向：北', '\xa0', '维护：今天', '入住：随时入住', '\xa0', '楼层：25/30层', '电梯：有', '\xa0', '车位：租用车位', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：集中供暖', '租期：1~2年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '724', '押金 ': '724', '服务费 ': '72.4', '中介费 ': '0'}",合租,新城璞樾门第,4居室 北卧,114.4951578,30.47139009,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
186,1390,"['基本信息', '面积：16.10㎡', '朝向：南', '\xa0', '维护：3天前', '入住：2024-06-26', '\xa0', '楼层：4/7层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：2~4个月', '咨询租期 \xa0', '看房：需提前预约', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '月付', '租金 ': '1459', '押金 ': '1459', '服务费 ': '145.9', '中介费 ': '0'}",合租,江南家园三期谓语城,4居室 南卧,114.4042696,30.48512079,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
187,2600,"['基本信息', '面积：84.68㎡', '朝向：南', '\xa0', '维护：1天前', '入住：随时入住', '\xa0', '楼层：中楼层/5层', '电梯：无', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：自采暖', '租期：1年以内', '\xa0', '看房：需提前预约', '\xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '2600', '押金 ': '2600', '服务费 ': '0', '中介费 ': '需咨询'}",整租,当代安普顿小镇,2室2厅 南,114.382989,30.46384397,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
188,20000,"['基本信息', '面积：333.71㎡', '朝向：东南', '\xa0', '维护：13天前', '入住：随时入住', '\xa0', '楼层：1/32层', '电梯：有', '\xa0', '车位：暂无数据', '用水：民水', '\xa0', '用电：民电', '燃气：有', '\xa0', '采暖：暂无数据', '租期：1~3年', '咨询租期 \xa0', '看房：随时可看', '咨询看房 \xa0']","['洗衣机', '空调', '衣柜', '电视', '冰箱', '热水器', '床', '暖气', '宽带', '天然气']","{'付款方式 ': '季付', '租金 ': '20000', '押金 ': '40000', '服务费 ': '0', '中介费 ': '0'}",整租,泛海国际兰海园,4室3厅 东南,114.2545433,30.6067953,http://beyond.3dnest.cn/survey/?m=zhq_hxdcspgq_440&from=singlemessage&isappinstalled=0
