ID,type,type,coordinates,小区名,区域,户型,面积,朝向,装修风,楼层,房屋类,价格,备注,链接,properties.经纬度,properties.NEAR_FID,properties.NEAR_DIST,latitude,longitude
426,Feature,Point,"[114.231524, 30.723841]",新力帝泊湾,盘龙城,3室2厅,95.09平米,南,精装,中楼层(共13层),板楼,95万,新力精装修三房 满二 中高楼层 诚心出售,https://wh.lianjia.com/ershoufang/104110827892.html,"114.231524,30.723841",31061,0.0,114.231524,30.723841
427,Feature,Point,"[114.253768417, 30.5197810773]",滨江怡畅园,钟家村,3室1厅,85.53平米,东南 北,简装,中楼层(共11层),塔楼,103万,滨江怡畅园 3室1厅 东南 北,https://wh.lianjia.com/ershoufang/104110871370.html,"114.254012,30.519552",45594,0.00033437901327,114.253768417,30.5197810773
428,Feature,Point,"[114.278559716, 30.7106646946]",名流人和天地五期,盘龙城,4室2厅,127.47平米,南 北,精装,中楼层(共23层),板楼,107万,名流全新精装户型方正中高楼层  小区人车分流,https://wh.lianjia.com/ershoufang/104110787181.html,"114.277636,30.713976",61065,0.00343773103958,114.278559716,30.7106646946
429,Feature,Point,"[114.40033609, 30.4744699222]",清江山水,民族大道,2室2厅,73.72平米,东南 南,精装,中楼层(共18层),板塔结合,148万,证满五年、学WEI都在、中楼层、自住装修看房方便。,https://wh.lianjia.com/ershoufang/104110878671.html,"114.400270,30.474452",142081,6.84769549239e-05,114.40033609,30.4744699222
430,Feature,Point,"[114.193778335, 30.4653676822]",港湾江城,沌口,3室1厅,93.08平米,南,精装,中楼层(共31层),塔楼,100万,港湾江城 3室1厅 南,https://wh.lianjia.com/ershoufang/104110787931.html,"114.194030,30.460268",19133,0.00510588811947,114.193778335,30.4653676822
431,Feature,Point,"[114.258214969, 30.7090045534]",歌林花园三期林语境,盘龙城,3室2厅,98.82平米,南 北,精装,高楼层(共30层),板楼,110万,近地铁，精装修中间楼层采光好，有车位， 诚心出售,https://wh.lianjia.com/ershoufang/104110805115.html,"114.255914,30.708114",47858,0.00246729481356,114.258214969,30.7090045534
432,Feature,Point,"[114.216335959, 30.5083614237]",广电兰亭时代,四新,3室1厅,73.46平米,南,精装,中楼层(共28层),板塔结合,118万,广电兰亭时代 精装三房 中间楼层 公摊小,https://wh.lianjia.com/ershoufang/104110820638.html,"114.216112,30.508543",26176,0.000288318574874,114.216335959,30.5083614237
433,Feature,Point,"[114.220829, 30.592779]",东源小区,古田,2室1厅,67.1平米,南 东南,精装,中楼层(共14层),塔楼,88万,东源小区 古田五路，精装两房，生活配套成熟,https://wh.lianjia.com/ershoufang/104110845943.html,"114.220829,30.592779",27679,0.0,114.220829,30.592779
434,Feature,Point,"[114.175384, 30.514778]",联投金色港湾,沌口,2室2厅,80.83平米,东南,精装,中楼层(共32层),板塔结合,116万,满五唯一，精装两房，边户视野开阔，户型通透诚心出售,https://wh.lianjia.com/ershoufang/104110857672.html,"114.175384,30.514778",14658,0.0,114.175384,30.514778
435,Feature,Point,"[114.280116945, 30.6342756347]",中一花园,塔子湖,3室2厅,139.96平米,南,毛坯,中楼层(共10层),塔楼,238万,中一路地铁口近永旺小高层电梯房户型方正采光佳,https://wh.lianjia.com/ershoufang/104110837978.html,"114.280086,30.634413",62966,0.000140807711649,114.280116945,30.6342756347
436,Feature,Point,"[114.369104, 30.504292]",名都花园,卓刀泉,3室2厅,107.3平米,南 北,精装,中楼层(共16层),板楼,237万,此房满二，2020年装修三室两厅两卫户型方正。,https://wh.lianjia.com/ershoufang/104110783096.html,"114.369104,30.504292",126651,0.0,114.369104,30.504292
437,Feature,Point,"[114.415490154, 30.3979687369]",保利清能西海岸南区,藏龙岛,3室2厅,100.67平米,南 北,精装,中楼层(共27层),板楼,143万,保利清能西海岸南区边户户型通透自住精装修采光嘎嘎好,https://wh.lianjia.com/ershoufang/104110832197.html,"114.414702,30.398883",151644,0.00120708903642,114.415490154,30.3979687369
438,Feature,Point,"[114.203239267, 30.5618701205]",王家湾中央生活区,王家湾,3室2厅,89.3平米,南,毛坯,高楼层(共33层),板楼,139万,户型方正，楼层适中，采光好，诚心出售，。,https://wh.lianjia.com/ershoufang/104110848964.html,"114.203339,30.561561",21985,0.000324810952369,114.203239267,30.5618701205
439,Feature,Point,"[114.27401283, 30.4733740942]",青菱城市花园二期,白沙洲,2室2厅,79.32平米,南 北,精装,低楼层(共10层),板楼,100万,店长力荐！人气小区 婚房精装修 全新未入住 带大露台,https://wh.lianjia.com/ershoufang/104110835177.html,"114.277200,30.471479",58804,0.00370802300903,114.27401283,30.4733740942
440,Feature,Point,"[114.383273572, 30.5926589633]",欢乐星城,东湖东亭,4室2厅,153.29平米,南 北,简装,高楼层(共26层),板楼,198万,通透四房 看房方便 采光充足 视野开阔 诚心出售,https://wh.lianjia.com/ershoufang/104110801914.html,"114.383521,30.592244",133254,0.000483130578109,114.383273572,30.5926589633
441,Feature,Point,"[114.204606349, 30.6219061276]",华润翡翠城三期,长丰常码头,3室1厅,97.9平米,南,毛坯,高楼层(共47层),板楼,125万,房子楼层好，户型方正，小区交房半年，保养新，毛坯,https://wh.lianjia.com/ershoufang/104110854687.html,"114.204606,30.621926",21489,1.98754912905e-05,114.204606349,30.6219061276
442,Feature,Point,"[114.209285817, 30.6436562625]",万科高尔夫城市花园,金银湖,3室1厅,87.33平米,南,精装,低楼层(共26层),板塔结合,160万,万科一楼带80平院子，带30平阳光房，三室两卫拎包入住,https://wh.lianjia.com/ershoufang/104110811958.html,"114.212710,30.644051",23578,0.00344686044257,114.209285817,30.6436562625
443,Feature,Point,"[114.324372042, 30.4933502712]",新城璞樾门第,光谷南,3室2厅,110.45平米,南,精装,低楼层(共33层),板塔结合,210万,新城璞樾门第 店长推荐 产权清晰 视野开阔,https://wh.lianjia.com/ershoufang/104110835319.html,"114.324353,30.493276",100531,7.66733912913e-05,114.324372042,30.4933502712
444,Feature,Point,"[114.223768034, 30.7222948942]",临空香廷,盘龙城,3室2厅,99.31平米,南,精装,中楼层(共13层),暂无数据,95万,全新小区，证满2年，中间楼层，全新精装修，诚心出售,https://wh.lianjia.com/ershoufang/104110873274.html,"114.224746,30.721017",28352,0.00160917093043,114.223768034,30.7222948942
445,Feature,Point,"[114.314794189, 30.3904493705]",枫泽星都汇,文化大道,3室2厅,96.96平米,南,精装,高楼层(共32层),板楼,126万,枫泽星都汇，精装3房证满两年，诚心急出售，随时看房,https://wh.lianjia.com/ershoufang/104110865266.html,"114.314189,30.391159",93369,0.000932645566646,114.314794189,30.3904493705
446,Feature,Point,"[114.168009593, 30.6658131874]",金湖清水湾,金银湖,3室1厅,89.39平米,南 北,毛坯,中楼层(共11层),板楼,65万,金湖清水湾 3室1厅 南 北,https://wh.lianjia.com/ershoufang/104110843783.html,"114.170921,30.666708",12867,0.00304581357093,114.168009593,30.6658131874
447,Feature,Point,"[114.326786, 30.545412]",阳光佳苑,庙山,3室2厅,117.04平米,南 北,毛坯,高楼层(共33层),板塔结合,96万,业主人很随和 带地下固定车位 中间楼层,https://wh.lianjia.com/ershoufang/104110827123.html,"114.326786,30.545412",101627,0.0,114.326786,30.545412
448,Feature,Point,"[114.277125388, 30.6503761066]",梦湖香郡,塔子湖,3室2厅,92.22平米,南 北,精装,中楼层(共9层),板楼,190万,看湖一个证 通透户型 住家精装 近地铁口 出行方便,https://wh.lianjia.com/ershoufang/104110865490.html,"114.277923,30.648890",61156,0.00168662306335,114.277125388,30.6503761066
449,Feature,Point,"[114.25060233, 30.634699442]",福星华府誉境,杨汊湖,3室2厅,97.66平米,南,毛坯,低楼层(共54层),板楼,150万,业主急售，清水毛坯。采光好，看房方便,https://wh.lianjia.com/ershoufang/104110799227.html,"114.250497,30.634566",42353,0.000170003459607,114.25060233,30.634699442
450,Feature,Point,"[114.343278867, 30.4898214519]",泰然南湖玫瑰湾三期,珞狮南路,4室2厅,123.75平米,南 北,毛坯,30层,板楼,215万,玫瑰湾三期 少有毛坯通透四房 户型方正采光好 证满五,https://wh.lianjia.com/ershoufang/104110359274.html,"114.343789,30.487143",112898,0.00272659866104,114.343278867,30.4898214519
451,Feature,Point,"[114.311218224, 30.6500049834]",长投景城汉口年华,百步亭,3室1厅,87.25平米,南,精装,低楼层(共31层),板塔结合,168万,出小区即3号线+公园 总价低 适合一家三代人住,https://wh.lianjia.com/ershoufang/104110085067.html,"114.311187,30.650090",88677,9.05690582593e-05,114.311218224,30.6500049834
452,Feature,Point,"[114.488216182, 30.4755861555]",北辰优+国际青年互动特区二期,光谷东,3室2厅,95.37平米,南 北,毛坯,低楼层(共26层),板楼,168万,光谷十八小刚需小三房  总价低 房东诚心急卖,https://wh.lianjia.com/ershoufang/104110364526.html,"114.488608,30.473665",165144,0.00196070390435,114.488216182,30.4755861555
453,Feature,Point,"[114.321963165, 30.4798875626]",保利心语八期,珞狮南路,3室2厅,117.46平米,南,简装,中楼层(共32层),板塔结合,198万,保利大三房 高楼层 视野好 满五唯一,https://wh.lianjia.com/ershoufang/104110478104.html,"114.322060,30.479823",98660,0.000116384477334,114.321963165,30.4798875626
454,Feature,Point,"[114.043004777, 30.5731761259]",知音人家,蔡甸城区,3室1厅,128.07平米,南,精装,低楼层(共6层),板楼,82万,蔡甸广场 配套成熟 精装三室 证满 交通便利,https://wh.lianjia.com/ershoufang/104109532157.html,"114.042362,30.570663",1766,0.0025940246839,114.043004777,30.5731761259
455,Feature,Point,"[114.250883223, 30.6133714164]",天梨豪园,长港路,3室2厅,122.71平米,东 西,精装,高楼层(共11层),板楼,157万,汉口二环边 天梨豪园 一梯两户电梯小高层 不临高架,https://wh.lianjia.com/ershoufang/104110387765.html,"114.250968,30.613267",42534,0.000134498789289,114.250883223,30.6133714164
456,Feature,Point,"[114.231772023, 30.7231847701]",恒大龙城,盘龙城,4室2厅,140.09平米,南 北,精装,中楼层(共6层),板楼,105万,恒大龙城花园洋房 中间楼层 两证两年 精装修未住过人,https://wh.lianjia.com/ershoufang/104109832257.html,"114.231982,30.718504",31061,0.0046854774644,114.231772023,30.7231847701
457,Feature,Point,"[114.313294, 30.651274]",百步华庭,百步亭,3室2厅,121.51平米,东南,简装,低楼层(共6层),板楼,184万,百步亭好地段  通透三房  公摊小  户型好 门口地铁,https://wh.lianjia.com/ershoufang/104110184636.html,"114.313294,30.651274",91161,0.0,114.313294,30.651274
458,Feature,Point,"[114.149115031, 30.6340321842]",熙龙湾,金银湖,2室1厅,85.89平米,南,精装,中楼层(共28层),板塔结合,92万,精装电梯 两房 急售 急售 急售,https://wh.lianjia.com/ershoufang/104109723616.html,"114.148918,30.634923",8341,0.000912345397151,114.149115031,30.6340321842
459,Feature,Point,"[114.294602986, 30.6359907528]",东方花都F区,后湖,3室2厅,96.12平米,南 北,其他,中楼层(共7层),板楼,132万,东方花都F区  低公摊 通透小三房出售,https://wh.lianjia.com/ershoufang/104109823497.html,"114.294599,30.636036",74619,4.54223806688e-05,114.294602986,30.6359907528
460,Feature,Point,"[114.442759, 30.506049]",恒大华府,华科大,3室2厅,92.9平米,南,精装,低楼层(共8层),板塔结合,253万,一楼复式带40平院子，一半是花一半是家.,https://wh.lianjia.com/ershoufang/104110021819.html,"114.442759,30.506049",163409,0.0,114.442759,30.506049
461,Feature,Point,"[114.424319533, 30.3987052367]",长投绿城蘭园,藏龙岛,4室2厅,127.77平米,南,精装,中楼层(共11层),板楼,183万,小区正中间，景观绿化佳，精装修，拎包入住，产证满二,https://wh.lianjia.com/ershoufang/104109220342.html,"114.423118,30.396616",156597,0.00241010197688,114.424319533,30.3987052367
462,Feature,Point,"[114.293222548, 30.4554951765]",东原湖光里,黄家湖,3室2厅,83.25平米,南 北,精装,低楼层(共27层),板楼,143万,满二，精装才一年，复式楼，房东诚售，看房方便,https://wh.lianjia.com/ershoufang/104110267669.html,"114.297917,30.453683",74289,0.00503208339037,114.293222548,30.4554951765
463,Feature,Point,"[114.385322789, 30.4671228616]",锦绣龙城,民族大道,3室2厅,117.29平米,南 北,简装,中楼层(共11层),塔楼,165万,锦绣龙城小高层，南北通透，诚心出售,https://wh.lianjia.com/ershoufang/104110504740.html,"114.386491,30.466529",135127,0.00131049171684,114.385322789,30.4671228616
464,Feature,Point,"[114.410249066, 30.459320714]",万科城市花园,关山大道,3室2厅,109平米,南,精装,低楼层(共6层),板楼,305万,万科城市花园精装三房两卫 满两年 无贷款 带露台,https://wh.lianjia.com/ershoufang/104110306840.html,"114.409737,30.459709",148483,0.000642633337401,114.410249066,30.459320714
465,Feature,Point,"[114.488216182, 30.4755861555]",北辰优+国际青年互动特区二期,光谷东,3室2厅,111.03平米,南,毛坯,高楼层(共31层),板楼,213万,北辰三房中高层  视野开阔 不临高架 满二 诚心急售,https://wh.lianjia.com/ershoufang/104110051815.html,"114.488608,30.473665",165144,0.00196070390435,114.488216182,30.4755861555
466,Feature,Point,"[114.25974254, 30.480975109]",万科金色城市23地块,白沙洲,3室1厅,95.79平米,南,精装,高楼层(共34层),板楼,135万,精装三房 中间楼栋 中高楼层 低总价无贷款诚心出售,https://wh.lianjia.com/ershoufang/104110313132.html,"114.259821,30.481104",49447,0.000150893622155,114.25974254,30.480975109
467,Feature,Point,"[114.011894353, 30.5780577429]",碧桂园学府壹号,蔡甸城区,3室2厅,122.88平米,南 北,精装,高楼层(共34层),板楼,86.8万,证满无尾款  精装大户型  三面采光  地铁口七小旁,https://wh.lianjia.com/ershoufang/104108084209.html,"114.011133,30.578192",17,0.00077309983811,114.011894353,30.5780577429
468,Feature,Point,"[114.369641965, 30.4092876948]",伊顿阳光,庙山,3室1厅,128.84平米,南,精装,中楼层(共18层),板塔结合,103万,业主置换诚心出售，方正大四房，中间楼层，随时看房。,https://wh.lianjia.com/ershoufang/104110307922.html,"114.369642,30.409320",127359,3.2305173203e-05,114.369641965,30.4092876948
469,Feature,Point,"[114.307668287, 30.4177183612]",武汉军运村,黄家湖,3室1厅,112.78平米,南,精装,低楼层(共32层),板楼,172万,满二有密码随时看小区环境优美物业好看中可谈随时可签,https://wh.lianjia.com/ershoufang/104110247803.html,"114.307292,30.418306",88253,0.000697790273484,114.307668287,30.4177183612
470,Feature,Point,"[114.215887047, 30.5119172317]",华发未来荟,四新,3室2厅,96.67平米,南 北,精装,高楼层(共42层),板楼,172万,产证满二，地铁口，南北户型，大型商圈永旺，品质小区,https://wh.lianjia.com/ershoufang/104110460005.html,"114.216872,30.513414",26169,0.00179177223881,114.215887047,30.5119172317
471,Feature,Point,"[114.176175995, 30.5138521694]",金色港湾二期,沌口,4室1厅,121.23平米,南 北,简装,中楼层(共11层),板楼,122万,地铁口，电梯房，老证带露台。房东诚心卖,https://wh.lianjia.com/ershoufang/104110463887.html,"114.176205,30.513896",14695,5.25585506638e-05,114.176175995,30.5138521694
472,Feature,Point,"[114.167633619, 30.6586816172]",恒大城,金银湖,3室2厅,89.7平米,南,精装,高楼层(共33层),板塔结合,83万,恒大城精装三房 采光好 视野开阔 随时看房,https://wh.lianjia.com/ershoufang/104110351514.html,"114.168488,30.658567",12878,0.000862034799638,114.167633619,30.6586816172
473,Feature,Point,"[114.40519329, 30.4284589249]",华工镜湖园,金融港,3室2厅,138.9平米,南,精装,高楼层(共10层),板楼,120万,电梯小高层非顶楼 湖景视野好，通透采光佳,https://wh.lianjia.com/ershoufang/104110602704.html,"114.406128,30.430104",145093,0.00189207686654,114.40519329,30.4284589249
474,Feature,Point,"[114.262536984, 30.7261128362]",恒达·盘龙湾荷苑,盘龙城,3室2厅,107.16平米,南,毛坯,低楼层(共6层),板塔结合,94万,盘龙湾荷苑电梯洋房，证满税少无贷，通透方正,https://wh.lianjia.com/ershoufang/104110052550.html,"114.264518,30.726671",49654,0.00205814752137,114.262536984,30.7261128362
475,Feature,Point,"[114.338448, 30.560766]",万达御湖世家,楚河汉街,4室2厅,306.31平米,南 北,精装,高楼层(共52层),板楼,1150万,产证满二，视野开阔，诚心出售，随时签约,https://wh.lianjia.com/ershoufang/104109278982.html,"114.338448,30.560766",108826,0.0,114.338448,30.560766
476,Feature,Point,"[114.336765268, 30.3702057226]",新华联青年城,纸坊,3室2厅,95.38平米,南 北,精装,中楼层(共11层),板楼,100万,环境优美，光谷南区域成熟小区，精装修小三房,https://wh.lianjia.com/ershoufang/104110280845.html,"114.354107,30.367327",107855,0.0175790418557,114.336765268,30.3702057226
477,Feature,Point,"[114.263436429, 30.6208412977]",万科汉口传奇唐樾,唐家墩,3室2厅,118.01平米,南,精装,高楼层(共48层),板楼,305万,万科精装三房朝南北 全明格局 产证满两年，诚心出售,https://wh.lianjia.com/ershoufang/104110509960.html,"114.263382,30.621012",51505,0.000179169727515,114.263436429,30.6208412977
478,Feature,Point,"[114.26655971, 30.6040986305]",城市之光,光谷东,3室2厅,81.65平米,南 北,精装,高楼层(共6层),板楼,126万,光谷黄龙山公园 洋房复式三房 低密 公摊小 满二诚售,https://wh.lianjia.com/ershoufang/104110594405.html,"114.266449,30.604117",53732,0.000112223619245,114.26655971,30.6040986305
479,Feature,Point,"[114.298092553, 30.6417643019]",幸福人家北苑,后湖,3室2厅,125.97平米,南 北,简装,低楼层(共6层),板楼,158万,幸福人家一梯两户 通透三房 老证地铁3号线12号线,https://wh.lianjia.com/ershoufang/104110495826.html,"114.298220,30.641320",77041,0.000462219554033,114.298092553,30.6417643019
480,Feature,Point,"[114.26655971, 30.6040986305]",城市之光,光谷东,3室2厅,81.65平米,南 北,精装,高楼层(共6层),板楼,126万,光谷黄龙山公园 洋房复式三房 低密 公摊小 满二诚售,https://wh.lianjia.com/ershoufang/104110594405.html,"114.266449,30.604117",53732,0.000112223619245,114.26655971,30.6040986305
481,Feature,Point,"[114.246978605, 30.7093769206]",鼎鑫摩卡小镇,盘龙城,2室2厅,90.19平米,南,精装,高楼层(共18层),板楼,83万,此房证五唯一 两房边户 户型方正 地铁口 看房方便,https://wh.lianjia.com/ershoufang/104110471575.html,"114.247603,30.708545",39702,0.00104017354366,114.246978605,30.7093769206
482,Feature,Point,"[114.25316631, 30.6466570957]",华星晨龙城,将军路,3室2厅,105.8平米,南 北,精装,中楼层(共6层),板楼,116万,此房老证，后期费用少，业主自住精装修，诚心出售！,https://wh.lianjia.com/ershoufang/104109494906.html,"114.255049,30.645366",44007,0.00228285999183,114.25316631,30.6466570957
483,Feature,Point,"[114.420386497, 30.3994004769]",金地湖山境,藏龙岛,3室1厅,132.05平米,东南,精装,中楼层(共25层),板楼,158万,金地品牌，装修、采光、通风都很好，直接拎包入住,https://wh.lianjia.com/ershoufang/104106374867.html,"114.420114,30.399685",154816,0.000393964276522,114.420386497,30.3994004769
484,Feature,Point,"[114.338448, 30.560766]",万达御湖世家,楚河汉街,4室2厅,306.31平米,南 北,精装,高楼层(共52层),板楼,1150万,产证满二，视野开阔，诚心出售，随时签约,https://wh.lianjia.com/ershoufang/104109278982.html,"114.338448,30.560766",108826,0.0,114.338448,30.560766
485,Feature,Point,"[114.298092553, 30.6417643019]",幸福人家北苑,后湖,3室1厅,123.99平米,南 北,简装,高楼层(共6层),板楼,152万,低总价大三房，不临街，采光好，地铁口可上行知,https://wh.lianjia.com/ershoufang/104110189895.html,"114.298220,30.641320",77041,0.000462219554033,114.298092553,30.6417643019
486,Feature,Point,"[114.175384, 30.514778]",联投金色港湾,沌口,3室2厅,90.4平米,南,精装,低楼层(共24层),板塔结合,160万,三房一卫 中间楼层 精装三房 证满税少 拎包入住,https://wh.lianjia.com/ershoufang/104109647587.html,"114.175384,30.514778",14658,0.0,114.175384,30.514778
487,Feature,Point,"[114.185342188, 30.5314315226]",海伦春天三期,沌口,3室2厅,106.26平米,南,毛坯,中楼层(共39层),板塔结合,140万,海伦三期通透三房 南北双阳台 中间层采光视野好,https://wh.lianjia.com/ershoufang/104105778481.html,"114.185355,30.531450",16594,2.24846934951e-05,114.185342188,30.5314315226
488,Feature,Point,"[114.215887047, 30.5119172317]",华发未来荟,四新,4室1厅,118.2平米,南,精装,高楼层(共46层),板塔结合,199万,精装修 阳台已封鞋柜和房间柜子已做· 老证 税费少,https://wh.lianjia.com/ershoufang/104110359052.html,"114.216872,30.513414",26169,0.00179177223881,114.215887047,30.5119172317
489,Feature,Point,"[114.113161281, 30.4672903922]",当代阳逻满庭春MOMΛ,阳逻,3室2厅,104.83平米,南 北,精装,高楼层(共32层),板楼,59万,户型方正，精装三房两卫，采光充足，交通便利,https://wh.lianjia.com/ershoufang/104110367648.html,"114.112993,30.467147",3267,0.000221087806054,114.113161281,30.4672903922
490,Feature,Point,"[114.120903901, 30.5512508076]",恒大绿洲,中法生态城,3室2厅,92.3平米,北,精装,高楼层(共32层),塔楼,73万,恒大绿洲  高层小三房  业主诚意出售,https://wh.lianjia.com/ershoufang/104106188996.html,"114.124137,30.549764",3889,0.00355858482861,114.120903901,30.5512508076
491,Feature,Point,"[114.315738034, 30.6241900077]",佰昌公馆A区,堤角,2室1厅,77平米,南,精装,低楼层(共34层),板楼,112万,长江新区~佰昌公馆~精装两房~老证~诚心出售~随时看,https://wh.lianjia.com/ershoufang/104110477329.html,"114.316156,30.625109",93809,0.00100957536842,114.315738034,30.6241900077
492,Feature,Point,"[114.337692366, 30.6727435489]",幸福湾星澜,堤角,2室2厅,87.92平米,南,毛坯,中楼层(共46层),板楼,125万,江岸区幸福湾星澜正规二房五月份满二年一线看江,https://wh.lianjia.com/ershoufang/104110593854.html,"114.337964,30.671479",107930,0.00129339435233,114.337692366,30.6727435489
493,Feature,Point,"[114.433604615, 30.4435161484]",金地艺境,金融港,4室2厅,125.33平米,南,简装,中楼层(共32层),板楼,258万,金地艺境毛坯四房满二年业主诚心卖,https://wh.lianjia.com/ershoufang/104110665877.html,"114.435296,30.443532",160101,0.00169145927853,114.433604615,30.4435161484
494,Feature,Point,"[114.522730519, 30.5882205201]",万科花山紫悦湾,光谷东,3室2厅,130.69平米,南 北,毛坯,中楼层(共5层),板楼,245万,【店长推荐】二楼南入户 带大露台花园 更大阳台不临街,https://wh.lianjia.com/ershoufang/104110309541.html,"114.494876,30.559221",165394,0.0402100285348,114.522730519,30.5882205201
495,Feature,Point,"[114.315738034, 30.6241900077]",佰昌公馆B区,堤角,3室2厅,105.5平米,南 北,精装,中楼层(共32层),板塔结合,160万,佰昌公馆B区，三室两厅两卫，自住精装修，小区正中间,https://wh.lianjia.com/ershoufang/104110315808.html,"114.316156,30.625109",93809,0.00100957536842,114.315738034,30.6241900077
496,Feature,Point,"[114.314360815, 30.624681038]",东立国际,二七,2室1厅,73.44平米,北,精装,低楼层(共18层),塔楼,136万,二七滨江，正规两房，诚意出售，总价低，单价少,https://wh.lianjia.com/ershoufang/104110639739.html,"114.314367,30.624698",91710,1.80544659983e-05,114.314360815,30.624681038
497,Feature,Point,"[114.343278867, 30.4898214519]",泰然南湖玫瑰湾三期,珞狮南路,3室1厅,101.31平米,南,精装,33层,板楼,175万,泰然南湖三期精装修带暖气诚心出售看房方便,https://wh.lianjia.com/ershoufang/104110019793.html,"114.343789,30.487143",112898,0.00272659866104,114.343278867,30.4898214519
498,Feature,Point,"[114.447960006, 30.5045894549]",葛洲坝世纪花园一期,华科大,4室2厅,144.51平米,南 北,简装,低楼层(共11层),板楼,236万,葛洲坝世纪花园一期，居家通透4房2卫，产权满五唯一,https://wh.lianjia.com/ershoufang/104110361869.html,"114.447976,30.504554",164077,3.88956872321e-05,114.447960006,30.5045894549
499,Feature,Point,"[114.350106, 30.528923]",珞珈山公寓,中南丁字桥,3室1厅,101.19平米,东 西,简装,中楼层(共8层),板楼,129万,街道口  珞珈山公寓 三房一厅  居家装修 急售随时看,https://wh.lianjia.com/ershoufang/104110621124.html,"114.350106,30.528923",115392,0.0,114.350106,30.528923
500,Feature,Point,"[114.518386391, 30.5247301663]",碧桂园生态城左岸,光谷东,3室2厅,104.54平米,南,精装,低楼层(共32层),板楼,159万,花山河正地铁口 碧桂园生态城左岸 二次装修朝南三室,https://wh.lianjia.com/ershoufang/104109313552.html,"114.516065,30.543353",165233,0.0187669600946,114.518386391,30.5247301663
501,Feature,Point,"[114.263436429, 30.6208412977]",万科汉口传奇唐樾,唐家墩,3室2厅,120.05平米,南 东南,精装,高楼层(共48层),板楼,310万,唐樾精装交房，全房暖气，中间楼栋，中高层,https://wh.lianjia.com/ershoufang/104110493935.html,"114.263382,30.621012",51505,0.000179169727515,114.263436429,30.6208412977
502,Feature,Point,"[114.240800193, 30.6447853922]",新康苑,常青花园,5室2厅,303.18平米,南,精装,高楼层(共7层),板楼,375万,精装复式，看房方便，诚心出售，常青树,https://wh.lianjia.com/ershoufang/104110226833.html,"114.241886,30.645377",34659,0.0012365179456,114.240800193,30.6447853922
503,Feature,Point,"[114.361964588, 30.6244291379]",大华铂金瑞府,青山,3室1厅,102.11平米,南,毛坯,低楼层(共41层),板塔结合,224万,铂金瑞府 物业好 户型方正 采光好 毛坯 满二 诚意出售,https://wh.lianjia.com/ershoufang/104110172202.html,"114.361958,30.624440",120115,1.27038337323e-05,114.361964588,30.6244291379
504,Feature,Point,"[114.217983159, 30.6343091673]",卧龙丽景湾三期,金银湖,3室2厅,98.24平米,南 北,精装,低楼层(共32层),板塔结合,126万,六七号线双地铁，园博园旁，电梯精装修小三房,https://wh.lianjia.com/ershoufang/104107635080.html,"114.218085,30.634872",26319,0.000571972234829,114.217983159,30.6343091673
505,Feature,Point,"[114.249205975, 30.7020647759]",巢上城锦园,盘龙城,5室2厅,217.27平米,南 北,精装,低楼层(共4层),板楼,230万,店长推荐：巢上城精装修叠拼带院子  老证无贷款,https://wh.lianjia.com/ershoufang/104110627671.html,"114.249206,30.702197",39844,0.000132224111259,114.249205975,30.7020647759
506,Feature,Point,"[114.113887747, 30.3951307281]",汉武国际城,汉南其它,3室2厅,138.44平米,南,毛坯,中楼层(共16层),板楼,65万,汉武国际毛坯l138平老证边户。小区隔壁有育才院校。,https://wh.lianjia.com/ershoufang/104105679130.html,"114.077396,30.328706",3283,0.0757884694547,114.113887747,30.3951307281
507,Feature,Point,"[114.445528298, 30.5012433645]",万科嘉园光谷的光,华科大,3室2厅,91.67平米,南,精装,高楼层(共28层),板塔结合,191.6万,万科嘉园 光谷8小旁 边户好房急售 高楼层视野开阔,https://wh.lianjia.com/ershoufang/104110202724.html,"114.445919,30.498085",163763,0.0031824384312,114.445528298,30.5012433645
508,Feature,Point,"[114.186163199, 30.5116164512]",观澜御苑学苑,沌口,3室2厅,86.96平米,南,精装,低楼层(共32层),板塔结合,107万,此房满五 过户税费省不少钱 业主急售 很诚心，,https://wh.lianjia.com/ershoufang/104108953405.html,"114.184637,30.508953",16663,0.0030697321843,114.186163199,30.5116164512
509,Feature,Point,"[114.296681996, 30.4739250375]",毛坦港湾A区,白沙洲,4室2厅,145.28平米,南,毛坯,低楼层(共32层),板楼,145万,推荐！地铁口改善四房，清水毛坯,https://wh.lianjia.com/ershoufang/104108611216.html,"114.294740,30.472408",79113,0.00246429528285,114.296681996,30.4739250375
510,Feature,Point,"[114.303791711, 30.6397412421]",天伦我的寓所,后湖,3室2厅,102.64平米,南,精装,低楼层(共18层),塔楼,185万,正地铁口的满2年的精装通透三室两厅两卫！,https://wh.lianjia.com/ershoufang/104110655419.html,"114.303721,30.639723",81402,7.30259266334e-05,114.303791711,30.6397412421
511,Feature,Point,"[114.410249066, 30.459320714]",万科城市花园,关山大道,3室2厅,131.79平米,南 北,简装,高楼层(共11层),板楼,350万,上东区电梯大三房，高楼层位置，远离三环，采光好,https://wh.lianjia.com/ershoufang/104109807930.html,"114.409737,30.459709",148483,0.000642633337401,114.410249066,30.459320714
